StationGroupUID,StationGroupID,StationGroupName,StationGroupPosition,UpdateTime,VersionID
THB557－017,557－017,{'Zh_tw': '竹山國小'},"{'PositionLon': 120.688054376542, 'PositionLat': 23.7602177460136, 'GeoHash': 'wsjz4m6m7'}",2023-07-13T07:38:39+08:00,1790
THB557－018,557－018,{'Zh_tw': '山腳'},"{'PositionLon': 120.71459, 'PositionLat': 23.80447, 'GeoHash': 'wsjz6vmxj'}",2023-07-13T07:38:39+08:00,1790
THB557－019,557－019,{'Zh_tw': '福山岩'},"{'PositionLon': 120.685866, 'PositionLat': 23.737705, 'GeoHash': 'wsjz432f0'}",2023-07-13T07:38:39+08:00,1790
THB557－021,557－021,{'Zh_tw': '東華醫院'},"{'PositionLon': 120.70036, 'PositionLat': 23.76335, 'GeoHash': 'wsjz4tgrd'}",2023-07-13T07:38:39+08:00,1790
THB557－022,557－022,{'Zh_tw': '新行正橋'},"{'PositionLon': 120.657765, 'PositionLat': 23.640795, 'GeoHash': 'wsjy3xsm9'}",2023-07-13T07:38:39+08:00,1790
THB557－023,557－023,{'Zh_tw': '杉林溪'},"{'PositionLon': 120.79197, 'PositionLat': 23.63955, 'GeoHash': 'wsjykxqn2'}",2023-07-13T07:38:39+08:00,1790
THB557－024,557－024,{'Zh_tw': '竹山'},"{'PositionLon': 120.68408, 'PositionLat': 23.75413, 'GeoHash': 'wsjz4hr3y'}",2023-07-13T07:38:39+08:00,1790
THB557－026,557－026,{'Zh_tw': '前山國小'},"{'PositionLon': 120.67856, 'PositionLat': 23.75152, 'GeoHash': 'wsjz45g6w'}",2023-07-13T07:38:39+08:00,1790
THB557－027,557－027,{'Zh_tw': '竹山交流道口'},"{'PositionLon': 120.709347, 'PositionLat': 23.792864, 'GeoHash': 'wsjz6g3g7'}",2023-07-13T07:38:39+08:00,1790
THB557－028,557－028,{'Zh_tw': '戶政前'},"{'PositionLon': 120.6801105, 'PositionLat': 23.7502845, 'GeoHash': 'wsjz45se6'}",2023-07-13T07:38:39+08:00,1790
THB557－029,557－029,{'Zh_tw': '地政'},"{'PositionLon': 120.67924, 'PositionLat': 23.74982, 'GeoHash': 'wsjz45ebw'}",2023-07-13T07:38:39+08:00,1790
THB557－030,557－030,{'Zh_tw': '回窯'},"{'PositionLon': 120.67663, 'PositionLat': 23.7468, 'GeoHash': 'wsjz44fp1'}",2023-07-13T07:38:39+08:00,1790
THB557－031,557－031,{'Zh_tw': '德山寺'},"{'PositionLon': 120.67202, 'PositionLat': 23.741605, 'GeoHash': 'wsjz1fn8v'}",2023-07-13T07:38:39+08:00,1790
THB557－032,557－032,{'Zh_tw': '車店仔'},"{'PositionLon': 120.670135, 'PositionLat': 23.73755, 'GeoHash': 'wsjz1cm33'}",2023-07-13T07:38:39+08:00,1790
THB557－033,557－033,{'Zh_tw': '半路店'},"{'PositionLon': 120.667585389834, 'PositionLat': 23.7316381473911, 'GeoHash': 'wsjz1b5qy'}",2023-07-13T07:38:39+08:00,1790
THB557－034,557－034,{'Zh_tw': '過溪'},"{'PositionLon': 120.667415, 'PositionLat': 23.727115, 'GeoHash': 'wsjycz7k6'}",2023-07-13T07:38:39+08:00,1790
THB557－035,557－035,{'Zh_tw': '泉州寮'},"{'PositionLon': 120.66301, 'PositionLat': 23.702, 'GeoHash': 'wsjycfb45'}",2023-07-13T07:38:39+08:00,1790
THB557－036,557－036,{'Zh_tw': '百家春'},"{'PositionLon': 120.663515, 'PositionLat': 23.69313, 'GeoHash': 'wsjycc0qr'}",2023-07-13T07:38:39+08:00,1790
THB557－037,557－037,{'Zh_tw': '龍門橋'},"{'PositionLon': 120.665588, 'PositionLat': 23.67316, 'GeoHash': 'wsjy9v9fp'}",2023-07-13T07:38:39+08:00,1790
THB557－038,557－038,{'Zh_tw': '瑞興橋'},"{'PositionLon': 120.6659965, 'PositionLat': 23.6714395, 'GeoHash': 'wsjy9v621'}",2023-07-13T07:38:39+08:00,1790
THB557－039,557－039,{'Zh_tw': '東瑞竹'},"{'PositionLon': 120.666993003237, 'PositionLat': 23.6660726073279, 'GeoHash': 'wsjy9u70b'}",2023-07-13T07:38:39+08:00,1790
THB557－040,557－040,{'Zh_tw': '瑞竹國小'},"{'PositionLon': 120.666208, 'PositionLat': 23.664527, 'GeoHash': 'wsjy9gfry'}",2023-07-13T07:38:39+08:00,1790
THB557－041,557－041,{'Zh_tw': '瑞竹'},"{'PositionLon': 120.66561, 'PositionLat': 23.662565, 'GeoHash': 'wsjy9gdh2'}",2023-07-13T07:38:39+08:00,1790
THB557－042,557－042,{'Zh_tw': '瑞竹農會'},"{'PositionLon': 120.66416, 'PositionLat': 23.661045, 'GeoHash': 'wsjy9g2gw'}",2023-07-13T07:38:39+08:00,1790
THB557－043,557－043,{'Zh_tw': '林頂'},"{'PositionLon': 120.662475, 'PositionLat': 23.657755, 'GeoHash': 'wsjy9dz8r'}",2023-07-13T07:38:39+08:00,1790
THB557－044,557－044,{'Zh_tw': '桶頭國小'},"{'PositionLon': 120.65726, 'PositionLat': 23.64672, 'GeoHash': 'wsjy98gbj'}",2023-07-13T07:38:39+08:00,1790
THB557－045,557－045,{'Zh_tw': '桶頭'},"{'PositionLon': 120.658147648522, 'PositionLat': 23.6442056084611, 'GeoHash': 'wsjy98k96'}",2023-07-13T07:38:39+08:00,1790
THB557－046,557－046,{'Zh_tw': '東內寮'},"{'PositionLon': 120.65916, 'PositionLat': 23.63445, 'GeoHash': 'wsjy3wt2d'}",2023-07-13T07:38:39+08:00,1790
THB557－047,557－047,{'Zh_tw': '內寮'},"{'PositionLon': 120.65659, 'PositionLat': 23.632775, 'GeoHash': 'wsjy3w5qy'}",2023-07-13T07:38:39+08:00,1790
THB557－048,557－048,{'Zh_tw': '小旗仔'},"{'PositionLon': 120.655475, 'PositionLat': 23.62619, 'GeoHash': 'wsjy3t48s'}",2023-07-13T07:38:39+08:00,1790
THB557－049,557－049,{'Zh_tw': '檳榔宅'},"{'PositionLon': 120.65762, 'PositionLat': 23.62192, 'GeoHash': 'wsjy3shpw'}",2023-07-13T07:38:39+08:00,1790
THB557－052,557－052,{'Zh_tw': '大坑口'},"{'PositionLon': 120.684488184325, 'PositionLat': 23.7393843699893, 'GeoHash': 'wsjz41xgb'}",2023-07-13T07:38:39+08:00,1790
THB557－053,557－053,{'Zh_tw': '秀林國小'},"{'PositionLon': 120.68895, 'PositionLat': 23.73355, 'GeoHash': 'wsjz42e1b'}",2023-07-13T07:38:39+08:00,1790
THB557－054,557－054,{'Zh_tw': '抄封'},"{'PositionLon': 120.69135, 'PositionLat': 23.729067, 'GeoHash': 'wsjyfrszb'}",2023-07-13T07:38:39+08:00,1790
THB557－055,557－055,{'Zh_tw': '田仔鞍'},"{'PositionLon': 120.690806294249, 'PositionLat': 23.7261870578943, 'GeoHash': 'wsjyfrhr5'}",2023-07-13T07:38:39+08:00,1790
THB557－056,557－056,{'Zh_tw': '內田仔'},"{'PositionLon': 120.689177065995, 'PositionLat': 23.7219125171485, 'GeoHash': 'wsjyfq7nj'}",2023-07-13T07:38:39+08:00,1790
THB557－057,557－057,{'Zh_tw': '下文田'},"{'PositionLon': 120.690325, 'PositionLat': 23.70898, 'GeoHash': 'wsjyfkh4b'}",2023-07-13T07:38:39+08:00,1790
THB557－058,557－058,{'Zh_tw': '文田'},"{'PositionLon': 120.690045, 'PositionLat': 23.70484, 'GeoHash': 'wsjyf77f9'}",2023-07-13T07:38:39+08:00,1790
THB557－059,557－059,{'Zh_tw': '槍櫃'},"{'PositionLon': 120.68981, 'PositionLat': 23.701895, 'GeoHash': 'wsjyf6g9s'}",2023-07-13T07:38:39+08:00,1790
THB557－060,557－060,{'Zh_tw': '乾坑'},"{'PositionLon': 120.68993, 'PositionLat': 23.69584, 'GeoHash': 'wsjyf3ewr'}",2023-07-13T07:38:39+08:00,1790
THB557－061,557－061,{'Zh_tw': '鯉魚'},"{'PositionLon': 120.657395, 'PositionLat': 23.722245, 'GeoHash': 'wsjycws01'}",2023-07-13T07:38:39+08:00,1790
THB557－062,557－062,{'Zh_tw': '鯉魚國小'},"{'PositionLon': 120.655021814285, 'PositionLat': 23.7143423440866, 'GeoHash': 'wsjyct461'}",2023-07-13T07:38:39+08:00,1790
THB557－063,557－063,{'Zh_tw': '下庄'},"{'PositionLon': 120.654945, 'PositionLat': 23.70649, 'GeoHash': 'wsjycedhr'}",2023-07-13T07:38:39+08:00,1790
THB557－064,557－064,{'Zh_tw': '照安寮'},"{'PositionLon': 120.65224, 'PositionLat': 23.704415, 'GeoHash': 'wsjyce220'}",2023-07-13T07:38:39+08:00,1790
THB557－065,557－065,{'Zh_tw': '山仔頂'},"{'PositionLon': 120.649165, 'PositionLat': 23.694745, 'GeoHash': 'wsjyc3qpc'}",2023-07-13T07:38:39+08:00,1790
THB557－066,557－066,{'Zh_tw': '鯉南社區'},"{'PositionLon': 120.650020777723, 'PositionLat': 23.6915822439744, 'GeoHash': 'wsjyc2ytm'}",2023-07-13T07:38:39+08:00,1790
THB557－067,557－067,{'Zh_tw': '山邊'},"{'PositionLon': 120.65145, 'PositionLat': 23.688915, 'GeoHash': 'wsjyc2rty'}",2023-07-13T07:38:39+08:00,1790
THB557－068,557－068,{'Zh_tw': '中興庄'},"{'PositionLon': 120.654331323591, 'PositionLat': 23.6797715165338, 'GeoHash': 'wsjy9wcb9'}",2023-07-13T07:38:39+08:00,1790
THB557－069,557－069,{'Zh_tw': '木瓜潭'},"{'PositionLon': 120.656175, 'PositionLat': 23.67604, 'GeoHash': 'wsjy9w54u'}",2023-07-13T07:38:39+08:00,1790
THB557－070,557－070,{'Zh_tw': '頂木瓜潭'},"{'PositionLon': 120.65719447083, 'PositionLat': 23.6739058630687, 'GeoHash': 'wsjy9teyk'}",2023-07-13T07:38:39+08:00,1790
THB557－071,557－071,{'Zh_tw': '和溪厝'},"{'PositionLon': 120.662860723299, 'PositionLat': 23.7580983149975, 'GeoHash': 'wsjz1v00b'}",2023-07-13T07:38:39+08:00,1790
THB557－072,557－072,{'Zh_tw': '中崎'},"{'PositionLon': 120.664758039971, 'PositionLat': 23.7578497147376, 'GeoHash': 'wsjz1ucrs'}",2023-07-13T07:38:39+08:00,1790
THB557－073,557－073,{'Zh_tw': '仙公廟'},"{'PositionLon': 120.675455, 'PositionLat': 23.75443, 'GeoHash': 'wsjz4h35t'}",2023-07-13T07:38:39+08:00,1790
THB557－075,557－075,{'Zh_tw': '合庫前'},"{'PositionLon': 120.684364095692, 'PositionLat': 23.7578138252998, 'GeoHash': 'wsjz4hzxm'}",2023-07-13T07:38:39+08:00,1790
THB557－076,557－076,{'Zh_tw': '吉祥新村'},"{'PositionLon': 120.69499, 'PositionLat': 23.76166, 'GeoHash': 'wsjz4mxmt'}",2023-07-13T07:38:39+08:00,1790
THB557－077,557－077,{'Zh_tw': '裕農新村'},"{'PositionLon': 120.698885, 'PositionLat': 23.762855, 'GeoHash': 'wsjz4tfhx'}",2023-07-13T07:38:39+08:00,1790
THB557－078,557－078,{'Zh_tw': '圳頭坑'},"{'PositionLon': 120.70271, 'PositionLat': 23.76411, 'GeoHash': 'wsjz4wj5b'}",2023-07-13T07:38:39+08:00,1790
THB557－079,557－079,{'Zh_tw': '延平'},"{'PositionLon': 120.705185, 'PositionLat': 23.7657, 'GeoHash': 'wsjz4wqv4'}",2023-07-13T07:38:39+08:00,1790
THB557－080,557－080,{'Zh_tw': '成功廟前'},"{'PositionLon': 120.70712, 'PositionLat': 23.77048, 'GeoHash': 'wsjz4z21p'}",2023-07-13T07:38:39+08:00,1790
THB557－081,557－081,{'Zh_tw': '藤湖'},"{'PositionLon': 120.712025, 'PositionLat': 23.77986, 'GeoHash': 'wsjz6bgzd'}",2023-07-13T07:38:39+08:00,1790
THB557－082,557－082,{'Zh_tw': '外埔仔'},"{'PositionLon': 120.71167, 'PositionLat': 23.785725, 'GeoHash': 'wsjz6f59c'}",2023-07-13T07:38:39+08:00,1790
THB557－083,557－083,{'Zh_tw': '山腳'},"{'PositionLon': 120.71508, 'PositionLat': 23.803995, 'GeoHash': 'wsjz6vqh3'}",2023-07-13T07:38:39+08:00,1790
THB557－084,557－084,{'Zh_tw': '社寮國小'},"{'PositionLon': 120.721565, 'PositionLat': 23.810395, 'GeoHash': 'wsjz7ndc8'}",2023-07-13T07:38:39+08:00,1790
THB557－085,557－085,{'Zh_tw': '過溪'},"{'PositionLon': 120.722907699313, 'PositionLat': 23.8128079356886, 'GeoHash': 'wsjz7ngxx'}",2023-07-13T07:38:39+08:00,1790
THB557－086,557－086,{'Zh_tw': '社寮'},"{'PositionLon': 120.722545, 'PositionLat': 23.814725, 'GeoHash': 'wsjz7p76z'}",2023-07-13T07:38:39+08:00,1790
THB557－087,557－087,{'Zh_tw': '後埔仔'},"{'PositionLon': 120.733975, 'PositionLat': 23.813245, 'GeoHash': 'wsjz7r5f1'}",2023-07-13T07:38:39+08:00,1790
THB557－088,557－088,{'Zh_tw': '紅竹埔'},"{'PositionLon': 120.73893, 'PositionLat': 23.81224, 'GeoHash': 'wsjz7qzkk'}",2023-07-13T07:38:39+08:00,1790
THB557－089,557－089,{'Zh_tw': '劉厝'},"{'PositionLon': 120.747099509682, 'PositionLat': 23.8138807354001, 'GeoHash': 'wsjz7xjmg'}",2023-07-13T07:38:39+08:00,1790
THB557－090,557－090,{'Zh_tw': '溪洲仔'},"{'PositionLon': 120.754460202394, 'PositionLat': 23.8156604433938, 'GeoHash': 'wsjz7zd8q'}",2023-07-13T07:38:39+08:00,1790
THB557－091,557－091,{'Zh_tw': '頂溪洲仔'},"{'PositionLon': 120.759183009941, 'PositionLat': 23.8160247089796, 'GeoHash': 'wsjz7zw4k'}",2023-07-13T07:38:39+08:00,1790
THB557－093,557－093,{'Zh_tw': '延平新村'},"{'PositionLon': 120.707553088023, 'PositionLat': 23.7674670270609, 'GeoHash': 'wsjz4y8x9'}",2023-07-13T07:38:39+08:00,1790
THB557－094,557－094,{'Zh_tw': '醉草園'},"{'PositionLon': 120.71293, 'PositionLat': 23.767855, 'GeoHash': 'wsjz4yu3z'}",2023-07-13T07:38:39+08:00,1790
THB557－096,557－096,{'Zh_tw': '下延平'},"{'PositionLon': 120.707415, 'PositionLat': 23.773135, 'GeoHash': 'wsjz4zb2w'}",2023-07-13T07:38:39+08:00,1790
THB557－097,557－097,{'Zh_tw': '名竹大橋'},"{'PositionLon': 120.70995, 'PositionLat': 23.81137, 'GeoHash': 'wsjz6ydr3'}",2023-07-13T07:38:39+08:00,1790
THB557－099,557－099,{'Zh_tw': '柿仔林'},"{'PositionLon': 120.70017, 'PositionLat': 23.72051, 'GeoHash': 'wsjyfw5jv'}",2023-07-13T07:38:39+08:00,1790
THB557－100,557－100,{'Zh_tw': '頂林'},"{'PositionLon': 120.70076, 'PositionLat': 23.71973, 'GeoHash': 'wsjyfw597'}",2023-07-13T07:38:39+08:00,1790
THB557－101,557－101,{'Zh_tw': '竹林口'},"{'PositionLon': 120.70338, 'PositionLat': 23.71418, 'GeoHash': 'wsjyftj90'}",2023-07-13T07:38:39+08:00,1790
THB557－102,557－102,{'Zh_tw': '嶺腳'},"{'PositionLon': 120.70581, 'PositionLat': 23.71046, 'GeoHash': 'wsjyfsr73'}",2023-07-13T07:38:39+08:00,1790
THB557－103,557－103,{'Zh_tw': '下番婆林'},"{'PositionLon': 120.700705, 'PositionLat': 23.711205, 'GeoHash': 'wsjyfs7xf'}",2023-07-13T07:38:39+08:00,1790
THB557－104,557－104,{'Zh_tw': '番婆林'},"{'PositionLon': 120.698510133556, 'PositionLat': 23.7112176294232, 'GeoHash': 'wsjyfs3zz'}",2023-07-13T07:38:39+08:00,1790
THB557－105,557－105,{'Zh_tw': '大人凍'},"{'PositionLon': 120.705125, 'PositionLat': 23.702045, 'GeoHash': 'wsjyfdyf3'}",2023-07-13T07:38:39+08:00,1790
THB557－106,557－106,{'Zh_tw': '柑仔林'},"{'PositionLon': 120.70589, 'PositionLat': 23.69606, 'GeoHash': 'wsjyf9xre'}",2023-07-13T07:38:39+08:00,1790
THB557－107,557－107,{'Zh_tw': '茶園'},"{'PositionLon': 120.706465, 'PositionLat': 23.69278, 'GeoHash': 'wsjyf9pu2'}",2023-07-13T07:38:39+08:00,1790
THB557－108,557－108,{'Zh_tw': '觀海坪'},"{'PositionLon': 120.71328, 'PositionLat': 23.699375, 'GeoHash': 'wsjyffkdz'}",2023-07-13T07:38:39+08:00,1790
THB557－109,557－109,{'Zh_tw': '福興寮'},"{'PositionLon': 120.71752, 'PositionLat': 23.694855, 'GeoHash': 'wsjyfcxbd'}",2023-07-13T07:38:39+08:00,1790
THB557－110,557－110,{'Zh_tw': '大鞍國小'},"{'PositionLon': 120.716962104677, 'PositionLat': 23.697058834134, 'GeoHash': 'wsjyfczmm'}",2023-07-13T07:38:39+08:00,1790
THB557－111,557－111,{'Zh_tw': '大鞍'},"{'PositionLon': 120.715305, 'PositionLat': 23.70442, 'GeoHash': 'wsjyfgq0q'}",2023-07-13T07:38:39+08:00,1790
THB557－113,557－113,{'Zh_tw': '分局前'},"{'PositionLon': 120.68301, 'PositionLat': 23.756931, 'GeoHash': 'wsjz4hydj'}",2023-07-13T07:38:39+08:00,1790
THB557－114,557－114,{'Zh_tw': '竹山'},"{'PositionLon': 120.68279, 'PositionLat': 23.759735, 'GeoHash': 'wsjz4jqd2'}",2023-07-13T07:38:39+08:00,1790
THB557－115,557－115,{'Zh_tw': '消防署訓練中心(紫南宮)'},"{'PositionLon': 120.717885, 'PositionLat': 23.81719, 'GeoHash': 'wsjz7pb14'}",2023-07-13T07:38:39+08:00,1790
THB557－116,557－116,{'Zh_tw': '安城'},"{'PositionLon': 120.715995, 'PositionLat': 23.76633, 'GeoHash': 'wsjz4yw8y'}",2023-07-13T07:38:39+08:00,1790
THB557－117,557－117,{'Zh_tw': '東延平'},"{'PositionLon': 120.72182, 'PositionLat': 23.763525, 'GeoHash': 'wsjz5n4bw'}",2023-07-13T07:38:39+08:00,1790
THB557－118,557－118,{'Zh_tw': '忘憂森林'},"{'PositionLon': 120.786814, 'PositionLat': 23.6506025, 'GeoHash': 'wsjys96q8'}",2023-07-13T07:38:39+08:00,1790
THB557－120,557－120,{'Zh_tw': '竹山'},"{'PositionLon': 120.68364, 'PositionLat': 23.753642, 'GeoHash': 'wsjz4hpnu'}",2023-07-13T07:38:39+08:00,1790
THB557－121,557－121,{'Zh_tw': '瑞龍瀑布'},"{'PositionLon': 120.688517, 'PositionLat': 23.664972, 'GeoHash': 'wsjydk4dq'}",2023-07-13T07:38:39+08:00,1790
THB557－122,557－122,{'Zh_tw': '留龍頭'},"{'PositionLon': 120.7881168, 'PositionLat': 23.6552106, 'GeoHash': 'wsjysd71x'}",2023-07-13T07:38:39+08:00,1790
THB557－123,557－123,{'Zh_tw': '向欣谷'},"{'PositionLon': 120.786806, 'PositionLat': 23.639454, 'GeoHash': 'wsjykx6mb'}",2023-07-13T07:38:39+08:00,1790
THB558－001,558－001,{'Zh_tw': '鹿谷鄉農會'},"{'PositionLon': 120.757255, 'PositionLat': 23.74139, 'GeoHash': 'wsjz5cuxx'}",2023-07-13T07:38:39+08:00,1790
THB558－002,558－002,{'Zh_tw': '廣興'},"{'PositionLon': 120.761425, 'PositionLat': 23.738005, 'GeoHash': 'wsjz5crgc'}",2023-07-13T07:38:39+08:00,1790
THB558－003,558－003,{'Zh_tw': '初鄉'},"{'PositionLon': 120.735407, 'PositionLat': 23.764906, 'GeoHash': 'wsjz5qkbd'}",2023-07-13T07:38:39+08:00,1790
THB558－005,558－005,{'Zh_tw': '崩崁頂'},"{'PositionLon': 120.7856555, 'PositionLat': 23.6953625, 'GeoHash': 'wsjyu997m'}",2023-07-13T07:38:39+08:00,1790
THB558－006,558－006,{'Zh_tw': '鹿彰'},"{'PositionLon': 120.7524915, 'PositionLat': 23.7455395, 'GeoHash': 'wsjz5f9rb'}",2023-07-13T07:38:39+08:00,1790
THB558－007,558－007,{'Zh_tw': '文昌國小'},"{'PositionLon': 120.75483, 'PositionLat': 23.72762, 'GeoHash': 'wsjygz6zr'}",2023-07-13T07:38:39+08:00,1790
THB558－008,558－008,{'Zh_tw': '鹿谷國中(正門)'},"{'PositionLon': 120.75872, 'PositionLat': 23.74922, 'GeoHash': 'wsjz5gmv4'}",2023-07-13T07:38:39+08:00,1790
THB558－010,558－010,{'Zh_tw': '初鄉'},"{'PositionLon': 120.735225, 'PositionLat': 23.76552, 'GeoHash': 'wsjz5qksn'}",2023-07-13T07:38:39+08:00,1790
THB558－011,558－011,{'Zh_tw': '內湖'},"{'PositionLon': 120.778399, 'PositionLat': 23.720194, 'GeoHash': 'wsjyuqhhh'}",2023-07-13T07:38:39+08:00,1790
THB558－013,558－013,{'Zh_tw': '銀杏森林'},"{'PositionLon': 120.775067, 'PositionLat': 23.671687, 'GeoHash': 'wsjysm39x'}",2023-07-13T07:38:39+08:00,1790
THB558－017,558－017,{'Zh_tw': '土地公廟'},"{'PositionLon': 120.737425, 'PositionLat': 23.7609055, 'GeoHash': 'wsjz5mw33'}",2023-07-13T07:38:39+08:00,1790
THB558－018,558－018,{'Zh_tw': '鹿谷'},"{'PositionLon': 120.7536, 'PositionLat': 23.74594, 'GeoHash': 'wsjz5ff44'}",2023-07-13T07:38:39+08:00,1790
THB558－019,558－019,{'Zh_tw': '檳榔林'},"{'PositionLon': 120.78135, 'PositionLat': 23.77626, 'GeoHash': 'wsjzk2q6c'}",2023-07-13T07:38:39+08:00,1790
THB558－020,558－020,{'Zh_tw': '溪頭'},"{'PositionLon': 120.79563, 'PositionLat': 23.67306, 'GeoHash': 'wsjysv89w'}",2023-07-13T07:38:39+08:00,1790
THB558－021,558－021,{'Zh_tw': '柿仔林'},"{'PositionLon': 120.78314, 'PositionLat': 23.77322, 'GeoHash': 'wsjzhrz95'}",2023-07-13T07:38:39+08:00,1790
THB558－022,558－022,{'Zh_tw': '林區'},"{'PositionLon': 120.78501, 'PositionLat': 23.77177, 'GeoHash': 'wsjzhx8bw'}",2023-07-13T07:38:39+08:00,1790
THB558－023,558－023,{'Zh_tw': '小溪頭'},"{'PositionLon': 120.73045, 'PositionLat': 23.76548, 'GeoHash': 'wsjz5q35z'}",2023-07-13T07:38:39+08:00,1790
THB558－024,558－024,{'Zh_tw': '下初鄉'},"{'PositionLon': 120.73466, 'PositionLat': 23.76848, 'GeoHash': 'wsjz5qum3'}",2023-07-13T07:38:39+08:00,1790
THB558－025,558－025,{'Zh_tw': '頂初鄉'},"{'PositionLon': 120.736415, 'PositionLat': 23.76265, 'GeoHash': 'wsjz5mve6'}",2023-07-13T07:38:39+08:00,1790
THB558－026,558－026,{'Zh_tw': '富林'},"{'PositionLon': 120.740545164511, 'PositionLat': 23.7579779582444, 'GeoHash': 'wsjz5t086'}",2023-07-13T07:38:39+08:00,1790
THB558－027,558－027,{'Zh_tw': '茶之鄉'},"{'PositionLon': 120.744385, 'PositionLat': 23.755355, 'GeoHash': 'wsjz5se2u'}",2023-07-13T07:38:39+08:00,1790
THB558－028,558－028,{'Zh_tw': '中興茶園'},"{'PositionLon': 120.746576, 'PositionLat': 23.752546, 'GeoHash': 'wsjz5shbx'}",2023-07-13T07:38:39+08:00,1790
THB558－029,558－029,{'Zh_tw': '新寮'},"{'PositionLon': 120.74914, 'PositionLat': 23.750895, 'GeoHash': 'wsjz5ewyf'}",2023-07-13T07:38:39+08:00,1790
THB558－030,558－030,{'Zh_tw': '鹿谷國小'},"{'PositionLon': 120.751385, 'PositionLat': 23.747905, 'GeoHash': 'wsjz5g0mx'}",2023-07-13T07:38:39+08:00,1790
THB558－031,558－031,{'Zh_tw': '彰雅村'},"{'PositionLon': 120.75437, 'PositionLat': 23.744515, 'GeoHash': 'wsjz5fd9u'}",2023-07-13T07:38:39+08:00,1790
THB558－032,558－032,{'Zh_tw': '教會前'},"{'PositionLon': 120.757751933564, 'PositionLat': 23.740708028274, 'GeoHash': 'wsjz5cv5e'}",2023-07-13T07:38:39+08:00,1790
THB558－033,558－033,{'Zh_tw': '鹿水橋'},"{'PositionLon': 120.754706705493, 'PositionLat': 23.7469768723669, 'GeoHash': 'wsjz5g4bh'}",2023-07-13T07:38:39+08:00,1790
THB558－034,558－034,{'Zh_tw': '初中前'},"{'PositionLon': 120.75953, 'PositionLat': 23.750883, 'GeoHash': 'wsjz5gwqu'}",2023-07-13T07:38:39+08:00,1790
THB558－035,558－035,{'Zh_tw': '茅埔坪'},"{'PositionLon': 120.765835, 'PositionLat': 23.74214, 'GeoHash': 'wsjzh44gz'}",2023-07-13T07:38:39+08:00,1790
THB558－036,558－036,{'Zh_tw': '凍頂'},"{'PositionLon': 120.76847, 'PositionLat': 23.747455, 'GeoHash': 'wsjzh5hfv'}",2023-07-13T07:38:39+08:00,1790
THB558－037,558－037,{'Zh_tw': '中凍頂'},"{'PositionLon': 120.76801, 'PositionLat': 23.74843, 'GeoHash': 'wsjzh5k8d'}",2023-07-13T07:38:39+08:00,1790
THB558－038,558－038,{'Zh_tw': '下凍頂'},"{'PositionLon': 120.768540806036, 'PositionLat': 23.7496617608089, 'GeoHash': 'wsjzh5kzy'}",2023-07-13T07:38:39+08:00,1790
THB558－039,558－039,{'Zh_tw': '堀頭'},"{'PositionLon': 120.770295058886, 'PositionLat': 23.75362960025, 'GeoHash': 'wsjzhhnnz'}",2023-07-13T07:38:39+08:00,1790
THB558－040,558－040,{'Zh_tw': '開山廟'},"{'PositionLon': 120.77411, 'PositionLat': 23.754245, 'GeoHash': 'wsjzhk348'}",2023-07-13T07:38:39+08:00,1790
THB558－041,558－041,{'Zh_tw': '永隆'},"{'PositionLon': 120.777345, 'PositionLat': 23.752405, 'GeoHash': 'wsjzh7gru'}",2023-07-13T07:38:39+08:00,1790
THB558－042,558－042,{'Zh_tw': '頂永隆'},"{'PositionLon': 120.77817, 'PositionLat': 23.750465, 'GeoHash': 'wsjzh7eur'}",2023-07-13T07:38:39+08:00,1790
THB558－043,558－043,{'Zh_tw': '天仁'},"{'PositionLon': 120.777724964409, 'PositionLat': 23.7488380114847, 'GeoHash': 'wsjzh77eh'}",2023-07-13T07:38:39+08:00,1790
THB558－044,558－044,{'Zh_tw': '崁乾'},"{'PositionLon': 120.779275, 'PositionLat': 23.744915, 'GeoHash': 'wsjzh6su1'}",2023-07-13T07:38:39+08:00,1790
THB558－045,558－045,{'Zh_tw': '國小前'},"{'PositionLon': 120.7805304, 'PositionLat': 23.74293, 'GeoHash': 'wsjzh6m8w'}",2023-07-13T07:38:39+08:00,1790
THB558－046,558－046,{'Zh_tw': '二城口'},"{'PositionLon': 120.783755, 'PositionLat': 23.73929, 'GeoHash': 'wsjzh9853'}",2023-07-13T07:38:39+08:00,1790
THB558－047,558－047,{'Zh_tw': '二城'},"{'PositionLon': 120.784754249589, 'PositionLat': 23.7385387712211, 'GeoHash': 'wsjzh92z0'}",2023-07-13T07:38:39+08:00,1790
THB558－048,558－048,{'Zh_tw': '鳳凰'},"{'PositionLon': 120.78439, 'PositionLat': 23.735175, 'GeoHash': 'wsjzh8be2'}",2023-07-13T07:38:39+08:00,1790
THB558－049,558－049,{'Zh_tw': '頂城'},"{'PositionLon': 120.78701, 'PositionLat': 23.732835, 'GeoHash': 'wsjzh86mv'}",2023-07-13T07:38:39+08:00,1790
THB558－050,558－050,{'Zh_tw': '鳥園'},"{'PositionLon': 120.7899, 'PositionLat': 23.7293555, 'GeoHash': 'wsjyuxu98'}",2023-07-13T07:38:39+08:00,1790
THB558－051,558－051,{'Zh_tw': '圳路'},"{'PositionLon': 120.78553, 'PositionLat': 23.76857, 'GeoHash': 'wsjzhwcmf'}",2023-07-13T07:38:39+08:00,1790
