PlateNumb,StopUID,StopID,StopName,RouteUID,RouteID,RouteName,Direction,CurrentStop,DestinationStop,StopSequence,StopStatus,IsLastBus,DataTime,TransTime,SrcRecTime,SrcUpdateTime,UpdateTime
,TNN5489,5489,"{'Zh_tw': '曾文青年活動中心', 'En': 'Zengwun Youth Activity Center'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,28,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5488,5488,"{'Zh_tw': '曾文工務段', 'En': 'Zengwun Construction Section'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,27,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5487,5487,"{'Zh_tw': '曾文二橋', 'En': 'Zengwun Second Bridge'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,25,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5486,5486,"{'Zh_tw': '樂群新村', 'En': 'Lecyun New Village'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,24,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5485,5485,"{'Zh_tw': '興北', 'En': 'Singbei'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,23,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5484,5484,"{'Zh_tw': '小普陀山', 'En': 'Siaoputuoshan'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,22,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5483,5483,"{'Zh_tw': '照興里', 'En': 'Jhaosing Vil.'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,21,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5481,5481,"{'Zh_tw': '楠西', 'En': 'Nansi'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,18,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5480,5480,"{'Zh_tw': '楠西街', 'En': 'Nansi St.'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,16,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5479,5479,"{'Zh_tw': '楠西區公所', 'En': 'Nansi District Office'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,15,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5478,5478,"{'Zh_tw': '油車', 'En': 'Youche'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,12,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5477,5477,"{'Zh_tw': '東西煙', 'En': 'Dongsiyan'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,11,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5476,5476,"{'Zh_tw': '鹿陶洋', 'En': 'Lutaoyang'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,10,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5475,5475,"{'Zh_tw': '大林路口', 'En': 'Dalin Rd. Intersection'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,9,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5474,5474,"{'Zh_tw': '埔頭子', 'En': 'Butouzih'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,8,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5473,5473,"{'Zh_tw': '鹿陶', 'En': 'Lutao'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,7,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5472,5472,"{'Zh_tw': '竹圍', 'En': 'Jhuwei'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,5,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5471,5471,"{'Zh_tw': '後旦', 'En': 'Houdan'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,4,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5470,5470,"{'Zh_tw': '玉田里', 'En': 'Yutian Vil.'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,3,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5469,5469,"{'Zh_tw': '玉井站', 'En': 'Yujing Bus Station'}",TNN1124,1124,"{'Zh_tw': '綠24', 'En': 'G24'}",255,,,1,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5468,5468,"{'Zh_tw': '玉井站', 'En': 'Yujing Bus Station'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,36,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5467,5467,"{'Zh_tw': '玉田里', 'En': 'Yutian Vil.'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,34,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5466,5466,"{'Zh_tw': '後旦', 'En': 'Houdan'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,33,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5465,5465,"{'Zh_tw': '竹圍', 'En': 'Jhuwei'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,32,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5464,5464,"{'Zh_tw': '鹿陶', 'En': 'Lutao'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,30,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5463,5463,"{'Zh_tw': '埔頭子', 'En': 'Butouzih'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,29,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5462,5462,"{'Zh_tw': '大林路口', 'En': 'Dalin Rd. Intersection'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,28,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5461,5461,"{'Zh_tw': '鹿陶洋', 'En': 'Lutaoyang'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,27,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5460,5460,"{'Zh_tw': '東西煙', 'En': 'Dongsiyan'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,26,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5459,5459,"{'Zh_tw': '油車', 'En': 'Youche'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,25,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5458,5458,"{'Zh_tw': '楠西區公所', 'En': 'Nansi District Office'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,22,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5457,5457,"{'Zh_tw': '楠西街', 'En': 'Nansi St.'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,21,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5456,5456,"{'Zh_tw': '楠西', 'En': 'Nansi'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,19,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5455,5455,"{'Zh_tw': '水庫路口', 'En': 'Shueiku Rd. Intersection'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,17,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5454,5454,"{'Zh_tw': '檨子坑', 'En': 'Shezihkeng'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,16,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5453,5453,"{'Zh_tw': '山頂', 'En': 'Shanding'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,15,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5452,5452,"{'Zh_tw': '風窗', 'En': 'Fongchuang'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,14,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5451,5451,"{'Zh_tw': '埤仔坑', 'En': 'Bizihkeng'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,13,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5450,5450,"{'Zh_tw': '密枝南', 'En': 'South Mijhih'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,12,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20635,20635,"{'Zh_tw': '牛肉崎', 'En': 'Niourouci'}",TNN1507,1507,"{'Zh_tw': '黃7', 'En': 'Y7'}",255,,,10,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20634,20634,"{'Zh_tw': '水雲天后宮', 'En': 'Shueiyun Tianhou Temple'}",TNN1507,1507,"{'Zh_tw': '黃7', 'En': 'Y7'}",255,,,9,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20633,20633,"{'Zh_tw': '水雲天后宮', 'En': 'Shueiyun Tianhou Temple'}",TNN1507,1507,"{'Zh_tw': '黃7', 'En': 'Y7'}",255,,,25,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20632,20632,"{'Zh_tw': '牛肉崎', 'En': 'Niourouci'}",TNN1507,1507,"{'Zh_tw': '黃7', 'En': 'Y7'}",255,,,24,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20631,20631,"{'Zh_tw': '崁下寮', 'En': 'Kansialiao'}",TNN1507,1507,"{'Zh_tw': '黃7', 'En': 'Y7'}",255,,,8,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20630,20630,"{'Zh_tw': '崁下寮', 'En': 'Kansialiao'}",TNN1507,1507,"{'Zh_tw': '黃7', 'En': 'Y7'}",255,,,26,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5449,5449,"{'Zh_tw': '密枝', 'En': 'Mijhih'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,11,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5448,5448,"{'Zh_tw': '密枝北', 'En': 'North Mijhih'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,10,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5447,5447,"{'Zh_tw': '東勢坑', 'En': 'Dongshihkeng'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,9,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5446,5446,"{'Zh_tw': '坊子頭', 'En': 'Fangzihtou'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,8,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5445,5445,"{'Zh_tw': '雙溪', 'En': 'Shuang River'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,6,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5444,5444,"{'Zh_tw': '社區口', 'En': 'Shecyukou'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,5,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5443,5443,"{'Zh_tw': '自強橋', 'En': 'Zihciang Bridge'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,4,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5442,5442,"{'Zh_tw': '第一社區', 'En': 'First Community'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,2,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5441,5441,"{'Zh_tw': '雙溪新社區', 'En': 'Shuangsi New Community'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,1,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5440,5440,"{'Zh_tw': '雙溪新社區', 'En': 'Shuangsi New Community'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,36,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20621,20621,"{'Zh_tw': '新營鐵道地景公園', 'En': 'Sinying Railway Park'}",TNN1505,1505,"{'Zh_tw': '黃5', 'En': 'Y5'}",255,,,24,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20620,20620,"{'Zh_tw': '新營鐵道地景公園', 'En': 'Sinying Railway Park'}",TNN1505,1505,"{'Zh_tw': '黃5', 'En': 'Y5'}",255,,,2,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5439,5439,"{'Zh_tw': '第一社區', 'En': 'First Community'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,35,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5438,5438,"{'Zh_tw': '自強橋', 'En': 'Zihciang Bridge'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,33,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5437,5437,"{'Zh_tw': '社區口', 'En': 'Shecyukou'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,32,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5436,5436,"{'Zh_tw': '雙溪', 'En': 'Shuang River'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,31,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5435,5435,"{'Zh_tw': '坊子頭', 'En': 'Fangzihtou'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,29,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5434,5434,"{'Zh_tw': '東勢坑', 'En': 'Dongshihkeng'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,28,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5433,5433,"{'Zh_tw': '密枝北', 'En': 'North Mijhih'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,27,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5432,5432,"{'Zh_tw': '密枝', 'En': 'Mijhih'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,26,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5431,5431,"{'Zh_tw': '密枝南', 'En': 'South Mijhih'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,25,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5430,5430,"{'Zh_tw': '埤仔坑', 'En': 'Bizihkeng'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,24,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20613,20613,"{'Zh_tw': '精法精密公司', 'En': 'Acexma'}",TNN1613,1613,"{'Zh_tw': '紅13', 'En': 'R13'}",255,,,10,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20612,20612,"{'Zh_tw': '精法精密公司', 'En': 'Acexma'}",TNN1613,1613,"{'Zh_tw': '紅13', 'En': 'R13'}",255,,,15,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5429,5429,"{'Zh_tw': '風窗', 'En': 'Fongchuang'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,23,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5428,5428,"{'Zh_tw': '山頂', 'En': 'Shanding'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,22,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5427,5427,"{'Zh_tw': '檨子坑', 'En': 'Shezihkeng'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,21,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5426,5426,"{'Zh_tw': '水庫路口', 'En': 'Shueiku Rd. Intersection'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,20,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5425,5425,"{'Zh_tw': '楠西', 'En': 'Nansi'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,18,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5424,5424,"{'Zh_tw': '楠西街', 'En': 'Nansi St.'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,16,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5423,5423,"{'Zh_tw': '楠西區公所', 'En': 'Nansi District Office'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,15,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5422,5422,"{'Zh_tw': '油車', 'En': 'Youche'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,12,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5421,5421,"{'Zh_tw': '東西煙', 'En': 'Dongsiyan'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,11,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN5420,5420,"{'Zh_tw': '鹿陶洋', 'En': 'Lutaoyang'}",TNN1123,1123,"{'Zh_tw': '綠23', 'En': 'G23'}",255,,,10,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
,TNN20601,20601,"{'Zh_tw': '北什乃', 'En': 'Beishenai'}",TNN1402,1402,"{'Zh_tw': '橘2', 'En': 'O2'}",255,,,26,3,False,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:42:30+08:00,2023-07-14T00:47:19+08:00,2023-07-14T00:47:19+08:00
