PlateNumb,StopUID,StopID,StopName,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,StopSequence,StopStatus,NextBusTime,SrcUpdateTime,UpdateTime
,KIN131-7045,131-7045,"{'Zh_tw': '銅像', 'En': 'Bronze Statue'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",0,40,1,2023-07-14T08:02:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN131-7047,131-7047,"{'Zh_tw': '經武', 'En': 'Jingwu'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",0,41,1,2023-07-14T08:03:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN131-7049,131-7049,"{'Zh_tw': '陽明公園', 'En': 'Yangming Park'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",0,42,1,2023-07-14T08:04:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN131-7053,131-7053,"{'Zh_tw': '山外圓環', 'En': 'Shanwai Cirque'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",0,44,1,2023-07-14T08:05:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN131-7055,131-7055,"{'Zh_tw': '山外站', 'En': 'Shanwai Station'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",0,45,1,2023-07-14T08:06:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN131-9994,131-9994,"{'Zh_tw': '國校瓊義路', 'En': 'Guoxiao'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",KIN131,131,"{'Zh_tw': '藍1往山外繞環保局', 'En': 'Blue 1 Bound for Shanwai pass Environmental Protection Bureau'}",0,26,1,2023-07-14T07:53:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-12046,14-12046,"{'Zh_tw': '東寧', 'En': 'DongNing'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,30,1,2023-07-14T09:01:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-12066,14-12066,"{'Zh_tw': '孚佑廟', 'En': 'Fuyo Temple'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,31,1,2023-07-14T09:02:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1401,14-1401,"{'Zh_tw': '山外站', 'En': 'Shanwai Station'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,1,1,2023-07-14T08:30:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1403,14-1403,"{'Zh_tw': '山外圓環', 'En': 'Shanwai Cirque'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,2,1,2023-07-14T08:35:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1407,14-1407,"{'Zh_tw': '陽明公園', 'En': 'Yangming Park'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,4,1,2023-07-14T08:37:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1409,14-1409,"{'Zh_tw': '經武', 'En': 'Jingwu'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,5,1,2023-07-14T08:38:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1411,14-1411,"{'Zh_tw': '銅像', 'En': 'Bronze Statue'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,6,1,2023-07-14T08:38:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1413,14-1413,"{'Zh_tw': '太武公園', 'En': 'Taiwu Park'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,7,1,2023-07-14T08:40:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1417,14-1417,"{'Zh_tw': '金剛堡', 'En': 'Jingang Fortress'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,9,1,2023-07-14T08:42:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1709,14-1709,"{'Zh_tw': '塔后', 'En': 'Tahou'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,3,1,2023-07-14T08:36:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1721,14-1721,"{'Zh_tw': '小徑', 'En': 'Xiaojing'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,10,1,2023-07-14T08:44:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1723,14-1723,"{'Zh_tw': '社福館', 'En': 'Social Welfare Building'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,12,1,2023-07-14T08:45:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1725,14-1725,"{'Zh_tw': '瓊徑路口', 'En': 'QionJingLuKou'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,14,1,2023-07-14T08:45:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1727,14-1727,"{'Zh_tw': '瓊林風獅爺', 'En': 'Qionglin Spirit Lion Statue'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,15,1,2023-07-14T08:46:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1729,14-1729,"{'Zh_tw': '瓊林坑道', 'En': 'Qionglin Tunnel'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,16,1,2023-07-14T08:47:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1731,14-1731,"{'Zh_tw': '瓊林聚落', 'En': 'Qionglin'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,17,1,2023-07-14T08:48:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1733,14-1733,"{'Zh_tw': '瓊林一', 'En': 'Qionglin 1'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,18,1,2023-07-14T08:48:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1735,14-1735,"{'Zh_tw': '瓊林二', 'En': 'Qionglin 2'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,19,1,2023-07-14T08:49:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1743,14-1743,"{'Zh_tw': '民航站', 'En': 'CAAC Stop'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,25,1,2023-07-14T08:54:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1745,14-1745,"{'Zh_tw': '乳山遊客中心', 'En': 'Rushan Visitor Center'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,27,1,2023-07-14T08:58:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1747,14-1747,"{'Zh_tw': '金門酒廠', 'En': 'Kinmen Distillery'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,28,1,2023-07-14T09:00:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1749,14-1749,"{'Zh_tw': '殯葬所', 'En': 'Mortuary Services Office'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,29,1,2023-07-14T09:00:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1751,14-1751,"{'Zh_tw': '東洲', 'En': 'Dongjhou'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,32,1,2023-07-14T09:02:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1753,14-1753,"{'Zh_tw': '下后垵', 'En': 'Siahou-an'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,33,1,2023-07-14T09:03:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1755,14-1755,"{'Zh_tw': '議會山莊', 'En': 'Yihuei Village'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,34,1,2023-07-14T09:03:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1757,14-1757,"{'Zh_tw': '金山路口', 'En': 'Jinshan Rd.'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,35,1,2023-07-14T09:04:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1759,14-1759,"{'Zh_tw': '縣議會', 'En': 'County Council'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,36,1,2023-07-14T09:05:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1761,14-1761,"{'Zh_tw': '燦坤一', 'En': 'TsannKuen 1'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,37,1,2023-07-14T09:05:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1763,14-1763,"{'Zh_tw': '迴龍廟', 'En': 'Hueilong Temple'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,38,1,2023-07-14T09:06:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1767,14-1767,"{'Zh_tw': '體育館', 'En': 'Gymnasium'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,40,1,2023-07-14T09:07:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1769,14-1769,"{'Zh_tw': '金城國中', 'En': 'Jincheng Junior High School'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,41,1,2023-07-14T09:08:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1773,14-1773,"{'Zh_tw': '中正國小', 'En': 'ZhongZheng Elementary School'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,43,1,2023-07-14T09:10:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1775,14-1775,"{'Zh_tw': '衛生所', 'En': 'Health Center'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,44,1,2023-07-14T09:10:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1777,14-1777,"{'Zh_tw': '金城站', 'En': 'Jincheng Station'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,45,1,2023-07-14T09:12:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-1827,14-1827,"{'Zh_tw': '前山門', 'En': 'Qianshanmen'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,23,1,2023-07-14T08:51:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-19460,14-19460,"{'Zh_tw': '伯玉路三段', 'En': 'Boyu Rd. Sec.3'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,22,1,2023-07-14T08:51:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-19461,14-19461,"{'Zh_tw': '瓊徑路', 'En': 'Qiongjing Rd.'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,13,1,2023-07-14T08:45:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-19462,14-19462,"{'Zh_tw': '鏡山岩', 'En': 'Jingshan Rock'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,11,1,2023-07-14T08:44:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-19472,14-19472,"{'Zh_tw': '風獅爺購物中心', 'En': 'Wind Lion Plaza'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,24,1,2023-07-14T08:52:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-30084,14-30084,"{'Zh_tw': '桃園環南路口', 'En': 'Taoyuan Huannan Rd.'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,26,1,2023-07-14T08:57:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-6007,14-6007,"{'Zh_tw': '西南門里公所', 'En': 'Xinanmen Office'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,42,1,2023-07-14T09:09:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-6013,14-6013,"{'Zh_tw': '北堤路', 'En': 'Beiti Rd.'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,39,1,2023-07-14T09:07:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-7639,14-7639,"{'Zh_tw': '銅像', 'En': 'Bronze Statue'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,8,1,2023-07-14T08:41:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-9140,14-9140,"{'Zh_tw': '國校', 'En': 'Guoxiao'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,21,1,2023-07-14T08:49:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN14-9994,14-9994,"{'Zh_tw': '國校瓊義路', 'En': 'Guoxiao'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",KIN14,14,"{'Zh_tw': '藍1往金城', 'En': 'Blue 1 Bound for Jincheng'}",0,20,1,2023-07-14T08:49:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-12046,141-12046,"{'Zh_tw': '東寧', 'En': 'DongNing'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,29,1,2023-07-14T07:55:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-12066,141-12066,"{'Zh_tw': '孚佑廟', 'En': 'Fuyo Temple'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,30,1,2023-07-14T07:55:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1401,141-1401,"{'Zh_tw': '山外站', 'En': 'Shanwai Station'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,1,1,2023-07-14T07:30:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1403,141-1403,"{'Zh_tw': '山外圓環', 'En': 'Shanwai Cirque'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,2,1,2023-07-14T07:30:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1407,141-1407,"{'Zh_tw': '陽明公園', 'En': 'Yangming Park'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,4,1,2023-07-14T07:31:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1409,141-1409,"{'Zh_tw': '經武', 'En': 'Jingwu'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,5,1,2023-07-14T07:32:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1411,141-1411,"{'Zh_tw': '銅像', 'En': 'Bronze Statue'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,6,1,2023-07-14T07:32:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1413,141-1413,"{'Zh_tw': '太武公園', 'En': 'Taiwu Park'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,7,1,2023-07-14T07:33:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1417,141-1417,"{'Zh_tw': '金剛堡', 'En': 'Jingang Fortress'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,9,1,2023-07-14T07:35:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1709,141-1709,"{'Zh_tw': '塔后', 'En': 'Tahou'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,3,1,2023-07-14T07:30:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1721,141-1721,"{'Zh_tw': '小徑', 'En': 'Xiaojing'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,10,1,2023-07-14T07:37:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1723,141-1723,"{'Zh_tw': '社福館', 'En': 'Social Welfare Building'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,12,1,2023-07-14T07:38:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1725,141-1725,"{'Zh_tw': '瓊徑路口', 'En': 'QionJingLuKou'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,14,1,2023-07-14T07:39:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
,KIN141-1727,141-1727,"{'Zh_tw': '瓊林風獅爺', 'En': 'Qionglin Spirit Lion Statue'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",KIN141,141,"{'Zh_tw': '藍1往金城繞環保局', 'En': 'Blue 1 Bound for Jincheng pass Environmental Protection Bureau'}",0,15,1,2023-07-14T07:41:00+08:00,2023-07-14T00:47:09+08:00,2023-07-14T00:47:11+08:00
