RouteName,RouteLength,Geometry,UpdateDate
四面佛區自行車路線,8300,"MULTILINESTRING ((120.58820299836975 24.04703099948108, 120.5883329953715 24.046939998881896, 120.58843999850717 24.046899997936578, 120.5885389994753 24.046940002479175, 120.58874499818319 24.047080998189585, 120.58880599739894 24.047115004254067, 120.58940100325378 24.04710600024174, 120.58973700076206 24.047112003216398, 120.59026300343487 24.047149998673547, 120.59046899674684 24.047228003169835, 120.59052299563984 24.047261999341856, 120.59059900094326 24.047277001832242, 120.59070600407892 24.047262001140496, 120.59080500414768 24.047227998673236, 120.59129300326958 24.046977997037004, 120.59147600361473 24.046921004300941, 120.59166000040875 24.046894001257215, 120.59180499630361 24.04692499729083, 120.59202599570324 24.047011996806248, 120.59235399733916 24.047133999734342, 120.59265099934419 24.047286998696109, 120.59277299777568 24.047396000125332, 120.5929570035629 24.047849998578613, 120.5931020012564 24.048040001045251, 120.59319299735898 24.048262004088258, 120.59323100180939 24.048536001435366, 120.59326900086376 24.048617998921543, 120.59333799505248 24.048702001895947, 120.59355199772654 24.048786001273015, 120.59368100007816 24.048800998367426, 120.5939870033975 24.049100998712163, 120.59437600245064 24.04924200341577, 120.59455900099715 24.04934899845756, 120.59484899998142 24.049599003691128, 120.59506999848168 24.049864004220467, 120.59523000406148 24.049992003827981, 120.59539800461425 24.050244999307324, 120.59551200447549 24.050348000459906, 120.59596300368969 24.05054500235002, 120.59615300435769 24.050747002672097, 120.59623700013753 24.050725996307733, 120.59625999580226 24.050711004609241, 120.5962829968629 24.050681999674623, 120.59636699983719 24.05047000428732, 120.59643600391848 24.050422998522606, 120.59653499769206 24.050404000344372, 120.59689300251011 24.050491001658429, 120.59726700087151 24.050616997576412, 120.59819000026835 24.050925997436877, 120.59844199929887 24.050969999465963, 120.59893799609176 24.051016004285202, 120.59909800436947 24.05118600403091, 120.59915200416174 24.051319003868969, 120.59922800227059 24.051426001608718, 120.59938799615918 24.051544000755086, 120.59967799964 24.051625997341944, 120.59981500325989 24.051734996073264, 120.59996799952364 24.052185005133936, 120.60002100466568 24.052239996878427, 120.60009800192131 24.052269001813045, 120.60018900162117 24.052297997754465, 120.60031900491822 24.052401001605006, 120.60044899832269 24.052488004717702, 120.60070799677669 24.052591001373685, 120.60099800475416 24.052612001442753, 120.601142997951 24.05265000409446, 120.60123399495296 24.052714999897375, 120.60134100438393 24.05273399627697, 120.60171499824867 24.052725001257841, 120.60184499614968 24.052744003932673, 120.60197399580329 24.052987996299066, 120.60201999702531 24.053009000864733, 120.60208099983834 24.053008997267455, 120.60232499939923 24.052899996737494, 120.60264599801451 24.052906004208751, 120.60273699591573 24.052885003240362, 120.60280599639964 24.052797000980888, 120.60289799614566 24.052705998583008, 120.60301999637579 24.052397004118518, 120.60310399755156 24.052307000867472, 120.60324100117134 24.052235003842384, 120.60334800070973 24.052224996186681, 120.60341600294623 24.052254003819257, 120.60354600084736 24.052365997293009, 120.60358399630445 24.052646999459512, 120.60364499641946 24.052750002410733, 120.60372900299114 24.052827998813143, 120.60388899598047 24.052867997060446, 120.60402699964641 24.052832001695549, 120.60414900077581 24.052769003286926, 120.60443100208909 24.052387004556692, 120.60461399883707 24.052210005387508, 120.60482800420914 24.052062999507882, 120.60516399632138 24.05196599773268, 120.60531600063302 24.051975003543646, 120.60594899834769 24.052225005179878, 120.60607900254399 24.052196996694079, 120.60636100205863 24.051994000822503, 120.60688000350945 24.052063000407202, 120.6071240012717 24.052068999784581, 120.60737599580557 24.052029005134557, 120.60786399582685 24.051907004904422, 120.60815400470358 24.051862997479418, 120.60868099573145 24.051872002391065, 120.60891000269453 24.051934999001048, 120.60916100347754 24.05196000105326, 120.60983999791767 24.051906997709807, 120.61030599782362 24.051993999923184, 120.61061899966717 24.052147004280869, 120.61120599526055 24.0524940049944, 120.61161799537422 24.053401997404308, 120.611694001577 24.053555997311491, 120.61181599641122 24.053690004390262, 120.6119839996619 24.05384999737953, 120.61229700240483 24.054086999315643, 120.61257900102009 24.054184001990166, 120.61283899502371 24.054205002958554, 120.61310600463844 24.054205001159914, 120.61364000228434 24.05450800344164, 120.61409800272077 24.054831001249738, 120.61428799619409 24.055330001778202, 120.61451699506335 24.055760999170843, 120.61490600041168 24.056157997693504, 120.61505900207135 24.056461002673188, 120.61576800059277 24.057831004697164, 120.61589100446633 24.058034997916877, 120.61577599736449 24.058048001214331, 120.61567700449018 24.0580919960488, 120.61489900368611 24.05874999761437, 120.61460100073566 24.058941004623705, 120.61394499926234 24.059244001509512, 120.61372400435937 24.059275002039783, 120.61215999878493 24.059277999480116, 120.61181600450504 24.059215998419631, 120.60987099934721 24.058729002041844, 120.60926099999517 24.05871000116565, 120.60884899538485 24.058406997984605, 120.60839100484111 24.058122999277032, 120.60826899651704 24.058112998815886, 120.60813099644838 24.058182000199224, 120.60686499742178 24.058106996740548, 120.60633900374205 24.057881997156471, 120.60584999737955 24.057652999186587, 120.60576599800243 24.057628999878489, 120.60566700153095 24.057644004167514, 120.60530100173992 24.057969996718043, 120.60491899671445 24.058182004695823, 120.60477399902095 24.0582009983774, 120.604201995126 24.05818600308163, 120.6033170019781 24.057676000247284, 120.60309599808193 24.057598000247538, 120.60287500138031 24.057604000524236, 120.60276800184192 24.057637997595577, 120.60268400336417 24.057697003913631, 120.6025919991215 24.057647997157403, 120.60234799596333 24.057984998309053, 120.60224900039111 24.058092000545457, 120.60214200175199 24.058151000568273, 120.60189100276762 24.058118998193265, 120.60163099797228 24.05802000082241, 120.60135700332307 24.05802500285165, 120.60110500339329 24.058141999253905, 120.60094500051139 24.058166999507478, 120.60078399488555 24.058156999945652, 120.60013600097568 24.058024996556412, 120.59989200321343 24.058024999254371, 120.59926599682831 24.058216003565747, 120.59902999763631 24.05837599925303, 120.59893800148768 24.058432002734776, 120.59848800052089 24.058396998422779, 120.59838899775411 24.058338002896562, 120.59828899853846 24.058182001997864, 120.59816700460362 24.058092002344097, 120.59781599561177 24.058106998539188, 120.59768700495135 24.0581039966022, 120.59762599584315 24.057975997894061, 120.59751899900266 24.057810001030759, 120.5973280045838 24.057118996144823, 120.597076001956 24.056413997807795, 120.59695399812858 24.056176999469017, 120.5966639964463 24.055733001476881, 120.59647400117433 24.055492003852919, 120.59629099543315 24.055339999541388, 120.59561900491326 24.054913999681389, 120.59549700288449 24.054762001665097, 120.59505499599129 24.054486999775293, 120.59482599982005 24.054346004964202, 120.59489399935865 24.054130997747393, 120.59506200440808 24.054101997309374, 120.59516899585253 24.054083002728419, 120.59526799951857 24.054043002682477, 120.59535200069433 24.05397399590322, 120.59536699599016 24.0539049972179, 120.59534499587494 24.053830997402656, 120.59513900256297 24.053802001461236, 120.59496300254057 24.053777996757219, 120.59468800155014 24.05381200462034, 120.59442100272713 24.053830999201296, 120.59391000164533 24.053988001944788, 120.59340700183168 24.054077005149736, 120.59290300107273 24.05413400418098, 120.59246100047483 24.054095997032675, 120.59237699660116 24.054130996848073, 120.59229300441871 24.054177997216868, 120.59220900324294 24.054261999291896, 120.59213300333545 24.054384000421351, 120.5919800043738 24.054605001619564, 120.59162099861021 24.054458995786092, 120.59126300098671 24.054234004295893, 120.59113299679041 24.054213999776323, 120.59033200122099 24.054083000929779, 120.59014899727845 24.054150004918824, 120.58996600322848 24.054120999984207, 120.58962200175404 24.053864998970596, 120.58955399771889 24.053821999685567, 120.58947799871078 24.05384100146108, 120.5894389951136 24.053871000146614, 120.58940100325378 24.054154997954868, 120.58941699949503 24.054374996409024, 120.58938600256204 24.05453699938306, 120.58930199958763 24.054660999705447, 120.5891110015715 24.054777002356843, 120.58899699721371 24.054821003486552, 120.58878300443212 24.055590000278357, 120.58853900397196 24.055626003737132, 120.58828700044478 24.055693001430939, 120.58818799497999 24.055683000969793, 120.58799000383567 24.055611001246746, 120.58775300189961 24.055571003898763, 120.5875089996407 24.055619998963834, 120.58734099728929 24.055567004613636), (120.58518999702085 24.050261002743127, 120.58570099810265 24.050320002765943, 120.58618900351973 24.050500998522296, 120.58634900280435 24.050659002211262, 120.58676900148828 24.051300002093456, 120.58680700054265 24.051510000985786, 120.58660100453278 24.051809003083065, 120.58709699503038 24.052209999092213, 120.58725700330808 24.052070998977456, 120.58763099897146 24.051901000131124, 120.58799699786323 24.051821000938503, 120.58841699744653 24.05183000405151, 120.58866100330272 24.051900999231805, 120.58889799534631 24.052049997109748, 120.58902000007299 24.052139002113336, 120.589309998158 24.052560999990192, 120.58995100073821 24.053625004090691, 120.59020999829283 24.053968001022497, 120.59034700461063 24.05406799754013))",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(嘉卿路段),398,"LINESTRING (120.49179600058505 24.1218959985016, 120.49530500052538 24.120632998713972)",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(和港路),1975,"LINESTRING (120.48875800168048 24.13725300072548, 120.49044800137426 24.128273999445582, 120.4916569986716 24.121954000276958, 120.49185399696444 24.12090400041933, 120.49203400166789 24.120329999130206, 120.49222299779319 24.119883004597057)",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(彰美路6段),322,"LINESTRING (120.49222999991457 24.119856003351913, 120.4926289967309 24.119229998765491, 120.49310899548379 24.118627998883085, 120.49415000122167 24.117393997734837)",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(道周路段),1890,"LINESTRING (120.49415900073734 24.117427001954638, 120.49289299811346 24.1162420021667, 120.49221700111377 24.115319003669129, 120.49172299811789 24.114308003811402, 120.49150899634321 24.113635998002962, 120.49141200356121 24.112876002525525, 120.49154100321482 24.112165002113215, 120.49163199572013 24.11179899962417, 120.49180399915531 24.111374999856423, 120.49208600496524 24.110886997137243, 120.4924330047794 24.110468002996015, 120.49336200085577 24.109589997580372, 120.49459699575482 24.108718000535362, 120.49523099711291 24.108325004895107, 120.49592400119172 24.10795300392806, 120.49704099514588 24.107439996458709, 120.49823300335049 24.10707399666768, 120.50141099791927 24.106420001581853)",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(仁安路段),301,"LINESTRING (120.500201995226 24.108872000442489, 120.50081400096542 24.107668003375693, 120.5013659967434 24.106483004487131)",2019-11-21T00:00:00
和美鎮環鎮自行車道規劃設計暨建置工程(愛德路段),82,"LINESTRING (120.50023200110604 24.108866003763126, 120.5008649988207 24.109257999357226)",2019-11-21T00:00:00
清水岩坑,2500,"LINESTRING (120.59325456674492 23.896235838113512, 120.59394121171761 23.89653011067611, 120.59464931541368 23.896588963210149, 120.5957436554454 23.896530107978151, 120.59673070455847 23.896353543181533, 120.59773921869009 23.896078886631358, 120.5987048171736 23.89572576153472, 120.59984207555146 23.895137206516893, 120.60072183914167 23.894489789072566, 120.60134410524631 23.893861997533236, 120.60185909662005 23.893391149382069, 120.60297489447589 23.892547538538111, 120.60390293817011 23.892101206805307, 120.60441255339663 23.891826538563976, 120.60452520787214 23.891993297152965, 120.60499727730257 23.891718638804207, 120.60565709909588 23.891390012139425, 120.60646176479872 23.891036876250894, 120.60669779456759 23.890732776796256, 120.60703039443717 23.89055620480508, 120.60772776382532 23.890163817106497, 120.60852170331407 23.889692951868312, 120.60909032935524 23.889359427495606, 120.60953020935176 23.889173045699522, 120.61014175463833 23.888800275812116, 120.6103992458286 23.888172451897162, 120.61102151822854 23.88709336706529, 120.61161160209383 23.886171240910073, 120.61199784382552 23.885670929170089, 120.61263084513746 23.88504309086602, 120.6132853015755 23.884552588930887, 120.61365008008715 23.885072524777229)",2019-11-21T00:00:00
1.青春活力自行車道第一期,3670,"LINESTRING (120.46916484548126 24.010481673790252, 120.46907901958116 24.010011248320495, 120.46925067767665 24.009697631340657, 120.46933650537551 24.009501622302082, 120.46933650627477 24.008835178800496, 120.46950816706828 24.00836474973346, 120.46955108721295 24.007855112923153, 120.46965837723235 24.007345481508821, 120.4698300398245 24.006581021796762, 120.46991587112063 24.006188985733161, 120.4700231530461 24.005522533238377, 120.47010898254359 24.005012882038898, 120.47032356528041 24.00432681712897, 120.47040939837507 24.003640750420345, 120.47055960134458 24.002915475069187, 120.4707956329122 24.001621730158774, 120.47092437895697 24.000602403478183, 120.47118186654995 23.999700693732109, 120.47126769874535 23.998916585631946, 120.4714393586396 23.998171680778512, 120.47165393418175 23.997858027825771, 120.47169685342715 23.997465969279119, 120.47169685702443 23.9969955051385, 120.47173977267244 23.996368205528313, 120.47182560216982 23.995819319605971, 120.47199725846679 23.995152805957275, 120.47216892465622 23.994447087263325, 120.47234058275171 23.993702153631546, 120.47251224804188 23.992957219100447, 120.4725980793379 23.992290689263939, 120.4727268244834 23.991506537097052, 120.47289848707555 23.990722379534247, 120.47315597736656 23.989702976411309, 120.47324180326666 23.988683552603902, 120.47345637790954 23.987860172908711, 120.47358512845096 23.986997572879716, 120.47379971028852 23.9861349692535, 120.47401428223338 23.9853899897563, 120.474185940329 23.984566587578, 120.47427177342365 23.983743180003785, 120.47435760112251 23.983233452362015, 120.47448635436183 23.982880556592477, 120.47457218116131 23.982566873962128)",2019-11-21T00:00:00
2.青春活力自行車道第二期,8680,"LINESTRING (120.46955108991096 24.002601841002217, 120.4705810555713 24.002327415577838, 120.46873569619549 24.002837066777261, 120.4680061292795 24.002915475968507, 120.46719074455723 24.003111496698239, 120.46646118033925 24.003229112733436, 120.46560287457305 24.0034643349112, 120.46491622960036 24.003660359238211, 120.464143748835 24.003777967179474, 120.46345710476169 24.004013190256558, 120.46277046158764 24.004091597649165, 120.46212673046432 24.004366025771503, 120.46148299754236 24.00444443406343, 120.46105384915586 24.00444443406343, 120.46023845633977 24.003895581415975, 120.4595947297131 24.003581947349062, 120.45903682448989 24.003307520125986, 120.45847892646134 24.002954681013762, 120.45770645558855 24.002680250193464, 120.45719146781209 24.002366618824453, 120.45663357158207 24.002366619723773, 120.45581817696734 24.0024450280157, 120.45478820681035 24.002445025317741, 120.45401572964226 24.002445021720405, 120.45332908736759 24.002484226765716, 120.45238495300327 24.002523430911651, 120.45165538518791 24.002837064978621, 120.45109748356208 24.003189902292206, 120.45049667438207 24.003385924820634, 120.44998168570635 24.003385929317233, 120.44938087113042 24.003111494000279, 120.44860839935825 24.00287627721849, 120.44775008729675 24.002680250193464, 120.44689178332919 24.002797868027244, 120.44624805220587 24.002719455238719, 120.44556140633392 24.002797867127924, 120.44504642125537 24.002758658485334, 120.44453143617693 24.002758662082613, 120.44410228868969 24.002915480465106, 120.44341563832108 24.003307515629388, 120.44285774658783 24.004013186659279, 120.44212818147048 24.004836469227712, 120.44101238631265 24.005542133063045, 120.43976783431822 24.006169387707132, 120.43895244689793 24.006639828465381, 120.43757915335527 24.007149465275631, 120.4367637659351 24.007463083154789, 120.43556213318595 24.007463087651445, 120.43483257076662 24.007737507679906, 120.43406009359853 24.007815912374497, 120.43341636877051 24.008051130954982, 120.43354510851998 24.007306276463567, 120.43371676931349 24.006914245795883, 120.43393135384895 24.005894964980712, 120.43431759198336 24.005189299346739, 120.43461799972101 24.004483640907381, 120.43483257256526 24.003464331313864, 120.43509006105751 24.0029546828124, 120.43534756124097 24.002209795046042, 120.43573379128145 24.001582526012839, 120.43599129146503 24.001072867618802, 120.43654918949358 24.000131945632859, 120.43732166666166 23.999504664908386, 120.43796539598634 23.99872055680828, 120.43882370445044 23.998014856100781, 120.43959617622261 23.997113118475681, 120.44058323163085 23.996132962666138, 120.44075488972646 23.995819315109372, 120.43985366831225 23.995623286285706, 120.43860912351226 23.995270421992416, 120.43745040551187 23.99491756399442, 120.43779372799816 23.99460390834372, 120.43689250928196 23.994290255391036, 120.43569088192874 23.993976603337615, 120.43487548821327 23.993702153631546, 120.43440341608482 23.993545326255855, 120.43255805760839 23.992761178585567, 120.43105601892023 23.992643559852468, 120.43019771854995 23.99213385739165, 120.42929649623636 23.991898616328115, 120.42843818867152 23.991898616328115, 120.42757987481139 23.992055450898363, 120.42715072462636 23.992094651447076, 120.42629241616214 23.992721976238272, 120.42569160068683 23.992918010457856, 120.42479037747398 23.99334929383491, 120.42376041631019 23.993858985503834, 120.42273044885121 23.994211840803871, 120.42178630909098 23.99468232922618, 120.42097091267749 23.995192007405251, 120.41981220277103 23.995701700872871, 120.41886806031278 23.996132966263417, 120.41766643206029 23.996525027508085, 120.41672229679659 23.996799468220956, 120.41547775649337 23.996917094148614, 120.41453361313575 23.997191530364887, 120.4135894769729 23.997387560087873, 120.41290283379885 23.997426765133127, 120.41238785141832 23.997426769629783, 120.41363239441955 23.995936938339071, 120.41423321169339 23.995035188123495, 120.4146194435325 23.994368668179561, 120.41534900325394 23.993349292935591, 120.41586399013113 23.992369105649743, 120.41629314211491 23.991584957979455, 120.41676521694126 23.990761596270715, 120.41710853223299 23.989938221072123, 120.41770934590966 23.988958009504586, 120.4186105754178 23.987389665600631, 120.41968345312887 23.986291812816944, 120.42071342508461 23.985193943845502, 120.42140006915793 23.984448955355049, 120.42247294956701 23.983390287831583, 120.4232883459805 23.982410029499306, 120.42440414563487 23.980880810600979, 120.42483329671938 23.979273156431077, 120.42517662460159 23.977743905157126)",2019-11-21T00:00:00
